# {
#     "command": "/media/storage/home/mariokeller/applications/MAJIQv2.3_Oct_2022/bin/voila modulize --changing-between-group-dpsi 0.02 --non-changing-between-group-dpsi 0.02 --changing-between-group-dpsi-secondary 0.01 --probability-changing-threshold 0.9 --probability-non-changing-threshold 0.5 --show-all -j 6 -d /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/modulise/SFPQ_K562_Control-SFPQ_K562_shRNA /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/build/splicegraph.sql /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/dpsi/SFPQ_K562_Control-SFPQ_K562_shRNA.deltapsi.voila",
#     "dpsi_changing_threshold": 0.02,
#     "dpsi_nonchanging_threshold": 0.5,
#     "dpsi_probability_changing_threshold": 0.9,
#     "voila_version": "2.4.dev3+g85d07819"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	module_event_combination	denovo	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	SFPQ_K562_Control_median_psi	SFPQ_K562_shRNA_median_psi	SFPQ_K562_shRNA-SFPQ_K562_Control_median_dpsi	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_changing	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_non_changing
ENSG00000177084.19_1	ENSG00000177084.19	POLE	chr12	-	ENSG00000177084.19:t:132677578-132677719	ENSG00000177084.19_1_afe_1	False	afe^1	False	Proximal	132677719-132678452	False	False	False	0.067	0.032	-0.021	0.539	0.2
ENSG00000177084.19_9	ENSG00000177084.19	POLE	chr12	-	ENSG00000177084.19:s:132625645-132625951	ENSG00000177084.19_9_ale_1	False	ale^1	False	Proximal	132625419-132625645	False	False	False	0.058	0.072	0.01	0.449	0.293
ENSG00000107929.16_2	ENSG00000107929.16	LARP4B	chr10	-	ENSG00000107929.16:s:884447-884506	ENSG00000107929.16_2_A3_1	False	alt3^1	False	Proximal	870083-884447	False	False	False	0.116	0.167	0.028	0.609	0.1
ENSG00000107929.16_4	ENSG00000107929.16	LARP4B	chr10	-	ENSG00000107929.16:s:814018-814850	ENSG00000107929.16_4_A5_1	False	alt5^1	False	Proximal	813213-814637	False	False	False	0.08	0.106	0.021	0.517	0.209
ENSG00000107929.16_3	ENSG00000107929.16	LARP4B	chr10	-	ENSG00000107929.16:s:820800-820930	ENSG00000107929.16_3_AI_1	False	ir^1	False	C1_C2_intron	817890-820799	False	False	False	0.055	0.051	-0.007	0.515	0.28
ENSG00000107929.16_1	ENSG00000107929.16	LARP4B	chr10	-	ENSG00000107929.16:t:885641-885760	ENSG00000107929.16_1_afe_1	False	afe^1	False	Proximal	885760-931428	False	False	False	0.894	0.904	0.01	0.596	0.09
ENSG00000108439.11_1	ENSG00000108439.11	PNPO	chr17	+	ENSG00000108439.11:t:47944616-47944715	ENSG00000108439.11_1_CE_1	True	cassette^1|afe^5|multi_exon_spanning^2	False	C2_A	47943430-47944616	False	False	False	0.931	0.958	0.014	0.466	0.226
ENSG00000263798.2_1	ENSG00000263798.2	ENSG00000263798	chr17	+	ENSG00000263798.2:s:47973519-47973650	ENSG00000263798.2_1_AI_1	False	ir^1	True	C1_C2_intron	47973651-47973930	False	False	False	0.271	0.267	-0.005	0.513	0.258
ENSG00000263798.2_2	ENSG00000263798.2	ENSG00000263798	chr17	+	ENSG00000263798.2:s:47974400-47974448	ENSG00000263798.2_2_AI_1	False	ir^1	True	C1_C2_intron	47974449-47975158	False	False	False	0.56	0.573	0.005	0.515	0.256
ENSG00000263798.2_3	ENSG00000263798.2	ENSG00000263798	chr17	+	ENSG00000263798.2:s:47975514-47975653	ENSG00000263798.2_3_AI_1	False	ir^1	True	C1_C2_intron	47975654-47975868	False	True	True	0.378	0.536	0.154	0.986	0.001
ENSG00000263798.2_4	ENSG00000263798.2	ENSG00000263798	chr17	+	ENSG00000263798.2:s:47975869-47976013	ENSG00000263798.2_4_AI_1	False	ir^1	True	C1_C2_intron	47976014-47976711	False	False	False	0.049	0.051	0.0	0.448	0.361
ENSG00000263798.2_5	ENSG00000263798.2	ENSG00000263798	chr17	+	ENSG00000263798.2:s:47980593-47980798	ENSG00000263798.2_5_AI_1	False	ir^1	True	C1_C2_intron	47980799-47981162	False	False	False	0.058	0.115	0.042	0.739	0.093
ENSG00000128708.13_2	ENSG00000128708.13	HAT1	chr2	+	ENSG00000128708.13:s:171946708-171946783	ENSG00000128708.13_2_CE_1	False	cassette^1	False	C1_A	171946783-171952881	False	False	False	0.939	0.981	0.028	0.627	0.148
ENSG00000128708.13_1	ENSG00000128708.13	HAT1	chr2	+	ENSG00000128708.13:t:171925537-171925641	ENSG00000128708.13_1_afe_1	False	afe^1	True	Proximal	171923117-171925537	False	True	True	0.15	0.024	-0.123	0.988	0.001
ENSG00000108465.15_1	ENSG00000108465.15	CDK5RAP3	chr17	+	ENSG00000108465.15:t:47973931-47974136	ENSG00000108465.15_1_AI_1	True	ir^1|afe^1	False	C2_C1_intron	47973856-47973930	False	False	False	0.244	0.26	0.01	0.509	0.266
ENSG00000108465.15_2	ENSG00000108465.15	CDK5RAP3	chr17	+	ENSG00000108465.15:s:47974400-47974575	ENSG00000108465.15_2_AI_1	True	ir^2|multi_exon_spanning^1	False	C1_C2_intron	47974576-47974580	False	False	False	0.578	0.607	0.013	0.573	0.194
ENSG00000108465.15_3	ENSG00000108465.15	CDK5RAP3	chr17	+	ENSG00000108465.15:s:47975514-47975653	ENSG00000108465.15_3_AI_1	False	ir^1	False	C1_C2_intron	47975654-47975868	False	True	True	0.371	0.52	0.144	0.972	0.003
ENSG00000118482.12_1	ENSG00000118482.12	PHF3	chr6	+	ENSG00000118482.12:t:63680000-63680161	ENSG00000118482.12_1_CE_3	True	cassette^3|tandem_cassette^2|alt3^1|multi_exon_spanning^2|other^1	False	C2_A	63679020-63680000	False	False	False	0.11	0.075	-0.024	0.584	0.157
ENSG00000118482.12_2	ENSG00000118482.12	PHF3	chr6	+	ENSG00000118482.12:s:63680000-63680161	ENSG00000118482.12_2_CE_1	False	cassette^1	False	C1_A	63680161-63684129	False	False	False	0.858	0.933	0.064	0.755	0.048
ENSG00000176894.10_1	ENSG00000176894.10	PXMP2	chr12	+	ENSG00000176894.10:t:132704619-132704985	ENSG00000176894.10_1_CE_2	True	cassette^2|tandem_cassette^1|multi_exon_spanning^1|other^1	False	C2_A	132701369-132704619	False	False	False	0.843	0.869	0.013	0.544	0.164
ENSG00000172878.14_3	ENSG00000172878.14	METAP1D	chr2	+	ENSG00000172878.14:t:172077797-172077894	ENSG00000172878.14_3_AI_1	True	ir^1|afe^1	True	C2_C1_intron	172072455-172077796	False	False	False	0.225	0.263	0.015	0.686	0.06
ENSG00000172878.14_1	ENSG00000172878.14	METAP1D	chr2	+	ENSG00000172878.14:t:172061498-172061994	ENSG00000172878.14_1_afe_1	False	afe^1	False	Proximal	172021867-172061498	False	False	False	0.132	0.047	-0.035	0.574	0.091
ENSG00000172878.14_2	ENSG00000172878.14	METAP1D	chr2	+	ENSG00000172878.14:t:172066264-172066306	ENSG00000172878.14_2_afe_1	False	afe^1	False	Proximal	172065752-172066264	False	False	False	0.934	0.967	0.017	0.505	0.198
ENSG00000082641.16_3	ENSG00000082641.16	NFE2L1	chr17	+	ENSG00000082641.16:t:48057344-48057502	ENSG00000082641.16_3_CE_1	False	cassette^1	False	C2_A	48057121-48057344	False	True	True	0.552	0.38	-0.158	0.964	0.003
ENSG00000082641.16_2	ENSG00000082641.16	NFE2L1	chr17	+	ENSG00000082641.16:s:48051117-48051628	ENSG00000082641.16_2_A3_1	False	alt3^1	False	Proximal	48051628-48056386	False	False	False	0.868	0.894	0.019	0.497	0.279
ENSG00000082641.16_1	ENSG00000082641.16	NFE2L1	chr17	+	ENSG00000082641.16:t:48050607-48051097	ENSG00000082641.16_1_afe_1	False	afe^1	False	Proximal	48048864-48050607	False	True	True	0.387	0.505	0.102	0.909	0.012
ENSG00000247077.8_1	ENSG00000247077.8	PGAM5	chr12	+	ENSG00000247077.8:s:132717710-132717798	ENSG00000247077.8_1_A3_1	False	alt3^1	False	Proximal	132717798-132717987	False	False	False	0.453	0.477	0.019	0.589	0.123
ENSG00000108468.15_2	ENSG00000108468.15	CBX1	chr17	-	ENSG00000108468.15:s:48074829-48075100	ENSG00000108468.15_2_A5_1	False	alt5^1	True	Proximal	48071579-48074829	False	False	False	0.075	0.047	-0.017	0.485	0.252
ENSG00000108468.15_1	ENSG00000108468.15	CBX1	chr17	-	ENSG00000108468.15:t:48076865-48077041	ENSG00000108468.15_1_afe_1	False	afe^1	False	Proximal	48077041-48100755	False	False	False	0.053	0.034	-0.015	0.469	0.284
ENSG00000176915.15_5	ENSG00000176915.15	ANKLE2	chr12	-	ENSG00000176915.15:s:132734385-132734575	ENSG00000176915.15_5_ale_1	True	cassette^1|ale^2|multi_exon_spanning^1|other^1	False	Proximal	132734071-132734385	False	True	False	0.158	0.079	-0.064	0.808	0.039
ENSG00000176915.15_4	ENSG00000176915.15	ANKLE2	chr12	-	ENSG00000176915.15:s:132735406-132735512	ENSG00000176915.15_4_A3_1	False	alt3^1	False	Proximal	132734575-132735406	False	False	False	0.778	0.801	0.013	0.576	0.139
ENSG00000176915.15_2	ENSG00000176915.15	ANKLE2	chr12	-	ENSG00000176915.15:s:132743154-132743276	ENSG00000176915.15_2_AI_1	False	putative_alt5^1|ir^1	True	C1_C2_intron	132742559-132743153	False	False	False	0.175	0.163	-0.005	0.512	0.257
ENSG00000176915.15_3	ENSG00000176915.15	ANKLE2	chr12	-	ENSG00000176915.15:s:132741419-132741485	ENSG00000176915.15_3_AI_1	False	ir^1	True	C1_C2_intron	132738908-132741418	False	False	False	0.152	0.171	0.013	0.594	0.152
ENSG00000176915.15_1	ENSG00000176915.15	ANKLE2	chr12	-	ENSG00000176915.15:t:132754675-132755133	ENSG00000176915.15_1_pAFE_1	False	putative_afe^1	True	Proximal	132755133-132756634	False	True	True	0.383	0.086	-0.263	0.97	0.001
ENSG00000107937.19_1	ENSG00000107937.19	GTPBP4	chr10	+	ENSG00000107937.19:s:1010420-1010520	ENSG00000107937.19_1_AI_1	False	ir^1	True	C1_C2_intron	1010521-1012399	False	False	False	0.04	0.088	0.044	0.753	0.083
ENSG00000227706.4_1	ENSG00000227706.4	ENSG00000227706	chr6	-	ENSG00000227706.4:s:67888911-67889339	ENSG00000227706.4_1_AI_9	True	cassette^2|putative_alt3^4|ir^11|multi_exon_spanning^4	False	C1_C2_intron	67888822-67888910	False	False	False	0.083	0.08	-0.001	0.246	0.711
ENSG00000002919.15_1	ENSG00000002919.15	SNX11	chr17	+	ENSG00000002919.15:t:48111949-48112455	ENSG00000002919.15_1_CE_1	True	cassette^1|afe^2|multi_exon_spanning^1	False	C2_A	48110767-48112031	False	False	False	0.109	0.11	-0.007	0.575	0.137
ENSG00000002919.15_2	ENSG00000002919.15	SNX11	chr17	+	ENSG00000002919.15:s:48111949-48112455	ENSG00000002919.15_2_A5_1	False	alt5^1	False	Proximal	48112111-48112574	False	False	False	0.114	0.086	-0.015	0.574	0.13
ENSG00000002919.15_3	ENSG00000002919.15	SNX11	chr17	+	ENSG00000002919.15:t:48118704-48118799	ENSG00000002919.15_3_A5_1	False	alt5^1	False	Proximal	48113401-48118704	False	False	False	0.856	0.941	0.065	0.745	0.048
ENSG00000090615.16_1	ENSG00000090615.16	GOLGA3	chr12	-	ENSG00000090615.16:t:132827607-132827713	ENSG00000090615.16_1_CE_3	True	cassette^3|ir^6|afe^9|multi_exon_spanning^5	False	C2_A	132827713-132827808	False	False	False	0.922	0.963	0.024	0.505	0.15
ENSG00000090615.16_2	ENSG00000090615.16	GOLGA3	chr12	-	ENSG00000090615.16:t:132812945-132813419	ENSG00000090615.16_2_CE_1	True	cassette^2|alt5^1|other^1	False	C2_A	132813419-132816540	False	False	False	0.427	0.383	-0.041	0.638	0.088
ENSG00000090615.16_6	ENSG00000090615.16	GOLGA3	chr12	-	ENSG00000090615.16:s:132798340-132798477	ENSG00000090615.16_6_A3_1	False	alt3^1	False	Proximal	132796714-132798340	False	False	False	0.026	0.051	0.014	0.443	0.312
ENSG00000090615.16_4	ENSG00000090615.16	GOLGA3	chr12	-	ENSG00000090615.16:s:132807873-132808549	ENSG00000090615.16_4_A5_1	False	alt5^1	False	Proximal	132807288-132807873	False	False	False	0.006	0.055	0.018	0.439	0.275
ENSG00000090615.16_5	ENSG00000090615.16	GOLGA3	chr12	-	ENSG00000090615.16:s:132801767-132801969	ENSG00000090615.16_5_AI_1	False	ir^1	True	C1_C2_intron	132798478-132801766	False	False	False	0.06	0.101	0.025	0.598	0.17
ENSG00000090615.16_7	ENSG00000090615.16	GOLGA3	chr12	-	ENSG00000090615.16:t:132791216-132791293	ENSG00000090615.16_7_AI_1	True	ir^1|afe^1	True	C2_C1_intron	132791294-132795635	False	False	False	0.055	0.104	0.032	0.631	0.136
ENSG00000090615.16_9	ENSG00000090615.16	GOLGA3	chr12	-	ENSG00000090615.16:s:132783868-132784307	ENSG00000090615.16_9_AI_1	False	ir^1	True	C1_C2_intron	132782494-132783867	False	True	True	0.21	0.444	0.173	0.913	0.006
ENSG00000090615.16_3	ENSG00000090615.16	GOLGA3	chr12	-	ENSG00000090615.16:t:132807873-132808549	ENSG00000090615.16_3_afe_1	False	afe^1	False	Proximal	132808549-132811787	False	False	False	0.12	0.118	0.002	0.47	0.258
ENSG00000090615.16_8	ENSG00000090615.16	GOLGA3	chr12	-	ENSG00000090615.16:t:132789023-132789290	ENSG00000090615.16_8_afe_1	False	afe^1	False	Proximal	132789290-132790788	False	False	False	0.063	0.049	-0.008	0.464	0.279
ENSG00000173917.11_1	ENSG00000173917.11	HOXB2	chr17	-	ENSG00000173917.11:s:48544521-48545109	ENSG00000173917.11_1_AI_1	True	ir^1|ale^1	True	C1_C2_intron	48543910-48544520	False	False	False	0.765	0.701	-0.03	0.65	0.094
ENSG00000230148.8_3	ENSG00000230148.8	HOXB-AS1	chr17	+	ENSG00000230148.8:s:48548375-48548463	ENSG00000230148.8_3_AI_1	True	alt5^1|ir^2	True	C1_C2_intron	48548464-48549888	False	False	False	0.455	0.591	0.108	0.857	0.019
ENSG00000230148.8_1	ENSG00000230148.8	HOXB-AS1	chr17	+	ENSG00000230148.8:t:48545495-48546087	ENSG00000230148.8_1_pA5_1	True	putative_alt5^1|ir^1|multi_exon_spanning^1	False	Proximal	48545357-48545495	False	False	False	0.684	0.627	-0.022	0.718	0.033
ENSG00000230148.8_2	ENSG00000230148.8	HOXB-AS1	chr17	+	ENSG00000230148.8:t:48548375-48548463	ENSG00000230148.8_2_AI_3	True	ir^3|afe^4|putative_afe^3	True	C2_C1_spliced	48547376-48548375	False	False	False	0.09	0.082	-0.005	0.518	0.256
ENSG00000230148.8_4	ENSG00000230148.8	HOXB-AS1	chr17	+	ENSG00000230148.8:s:48549889-48549946	ENSG00000230148.8_4_AI_1	False	ir^1	True	C1_C2_intron	48549947-48550339	False	False	False	0.752	0.768	0.014	0.557	0.197
ENSG00000230148.8_5	ENSG00000230148.8	HOXB-AS1	chr17	+	ENSG00000230148.8:s:48550340-48550402	ENSG00000230148.8_5_AI_1	False	ir^1	True	C1_C2_intron	48550403-48550928	False	False	False	0.886	0.905	0.007	0.496	0.279
ENSG00000072609.18_1	ENSG00000072609.18	CHFR	chr12	-	ENSG00000072609.18:t:132861467-132861904	ENSG00000072609.18_1_afe_1	True	cassette^1|alt3^1|ale^2|afe^6|multi_exon_spanning^3	False	Proximal	132861634-132862333	False	False	False	0.09	0.15	0.037	0.61	0.102
ENSG00000072609.18_3	ENSG00000072609.18	CHFR	chr12	-	ENSG00000072609.18:s:132853431-132853573	ENSG00000072609.18_3_A3_1	False	alt3^1	False	Proximal	132851737-132853431	False	False	False	0.528	0.442	-0.051	0.674	0.058
ENSG00000072609.18_2	ENSG00000072609.18	CHFR	chr12	-	ENSG00000072609.18:s:132856468-132856630	ENSG00000072609.18_2_AI_1	True	ir^1|ale^1	True	C1_C2_intron	132855056-132856467	False	False	False	0.279	0.325	0.028	0.695	0.06
ENSG00000072609.18_4	ENSG00000072609.18	CHFR	chr12	-	ENSG00000072609.18:s:132848641-132849960	ENSG00000072609.18_4_ale_1	False	ale^1	False	Proximal	132848257-132848641	False	False	False	0.069	0.051	-0.007	0.533	0.162
ENSG00000233101.10_1	ENSG00000233101.10	HOXB-AS3	chr17	+	ENSG00000233101.10:s:48600447-48600545	ENSG00000233101.10_1_AI_1	True	ir^1|ale^1	True	C1_C2_intron	48600546-48601427	False	False	False	0.922	0.98	0.033	0.569	0.156
ENSG00000239552.2_1	ENSG00000239552.2	HOXB-AS2	chr17	+	ENSG00000239552.2:s:48557262-48557358	ENSG00000239552.2_1_AI_1	False	ir^1	True	C1_C2_intron	48557359-48559585	False	False	False	0.974	0.943	-0.012	0.416	0.313
ENSG00000168216.13_1	ENSG00000168216.13	LMBRD1	chr6	-	ENSG00000168216.13:s:69713645-69713797	ENSG00000168216.13_1_ale_1	False	ale^1	False	Proximal	69709231-69713645	False	False	False	0.006	0.058	0.027	0.459	0.2
ENSG00000168216.13_2	ENSG00000168216.13	LMBRD1	chr6	-	ENSG00000168216.13:s:69701443-69701545	ENSG00000168216.13_2_ale_1	False	ale^1	False	Proximal	69700869-69701443	False	False	False	0.996	0.933	-0.028	0.476	0.195
ENSG00000108511.10_1	ENSG00000108511.10	HOXB6	chr17	-	ENSG00000108511.10:t:48597736-48598260	ENSG00000108511.10_1_AI_1	True	alt3^1|ir^3|afe^4	True	C2_C1_intron	48598261-48603714	False	False	False	0.376	0.62	0.168	0.848	0.009
ENSG00000260027.5_1	ENSG00000260027.5	HOXB7	chr17	-	ENSG00000260027.5:t:48607232-48608095	ENSG00000260027.5_1_afe_1	True	afe^1|putative_afe^1|other^1	False	Proximal	48608095-48610519	False	False	False	0.897	0.853	-0.027	0.579	0.127
ENSG00000120068.7_1	ENSG00000120068.7	HOXB8	chr17	-	ENSG00000120068.7:s:48614281-48615292	ENSG00000120068.7_1_AI_1	True	alt3^1|ir^2	True	C1_C2_intron	48613510-48614280	False	True	True	0.544	0.803	0.206	0.907	0.005
ENSG00000170689.10_1	ENSG00000170689.10	HOXB9	chr17	-	ENSG00000170689.10:s:48625753-48626358	ENSG00000170689.10_1_AI_1	False	ir^1	True	C1_C2_intron	48623136-48625752	False	False	False	0.1	0.075	-0.016	0.494	0.305
ENSG00000067064.13_1	ENSG00000067064.13	IDI1	chr10	-	ENSG00000067064.13:t:1043301-1043393	ENSG00000067064.13_1_AI_1	True	cassette^1|ir^4|afe^2|multi_exon_spanning^2	False	C2_C1_intron	1043394-1043998	False	False	False	0.054	0.109	0.037	0.696	0.119
ENSG00000237643.3_1	ENSG00000237643.3	LINC01610	chr6	+	ENSG00000237643.3:s:70394880-70395043	ENSG00000237643.3_1_CE_1	True	cassette^2|alt3^1|ir^2	False	C1_A	70395043-70395227	False	False	False	0.154	0.193	0.021	0.506	0.214
ENSG00000082269.17_3	ENSG00000082269.17	FAM135A	chr6	+	ENSG00000082269.17:s:70482001-70482154	ENSG00000082269.17_3_CE_1	False	cassette^1	False	C1_A	70482154-70486167	False	False	False	0.705	0.821	0.085	0.737	0.034
ENSG00000082269.17_2	ENSG00000082269.17	FAM135A	chr6	+	ENSG00000082269.17:s:70475663-70475733	ENSG00000082269.17_2_A3_1	False	alt3^1	False	Proximal	70475733-70477159	False	False	False	0.948	0.988	0.017	0.454	0.277
ENSG00000082269.17_1	ENSG00000082269.17	FAM135A	chr6	+	ENSG00000082269.17:s:70415291-70415376	ENSG00000082269.17_1_ale_1	False	ale^1	False	Proximal	70415376-70426439	False	False	False	0.764	0.692	-0.045	0.65	0.074
ENSG00000082269.17_4	ENSG00000082269.17	FAM135A	chr6	+	ENSG00000082269.17:s:70523967-70524121	ENSG00000082269.17_4_ale_1	False	ale^1	False	Proximal	70524121-70524343	False	False	False	0.11	0.191	0.034	0.644	0.064
ENSG00000047056.18_4	ENSG00000047056.18	WDR37	chr10	+	ENSG00000047056.18:s:1096170-1096626	ENSG00000047056.18_4_AI_1	True	alt3^1|ir^2|ale^2	True	C1_C2_intron	1096627-1102457	False	False	False	0.065	0.21	0.107	0.794	0.023
ENSG00000047056.18_1	ENSG00000047056.18	WDR37	chr10	+	ENSG00000047056.18:t:1054168-1054245	ENSG00000047056.18_1_AI_2	True	ir^2|putative_afe^4	True	C2_C1_spliced	1053936-1054168	False	False	False	0.265	0.386	0.084	0.763	0.031
ENSG00000047056.18_2	ENSG00000047056.18	WDR37	chr10	+	ENSG00000047056.18:s:1054168-1054245	ENSG00000047056.18_2_AI_1	False	ir^1	True	C1_C2_intron	1054246-1056308	False	False	False	0.638	0.602	-0.014	0.639	0.105
ENSG00000047056.18_3	ENSG00000047056.18	WDR37	chr10	+	ENSG00000047056.18:t:1080011-1080106	ENSG00000047056.18_3_afe_1	False	afe^1	False	Proximal	1079677-1080011	False	True	True	0.113	0.56	0.419	0.999	0.0
ENSG00000136436.15_1	ENSG00000136436.15	CALCOCO2	chr17	+	ENSG00000136436.15:t:48847724-48848166	ENSG00000136436.15_1_AI_2	True	ir^3|ale^1|afe^2|multi_exon_spanning^2	True	C2_C1_intron	48846515-48847723	False	True	False	0.13	0.067	-0.048	0.81	0.061
ENSG00000198040.11_1	ENSG00000198040.11	ZNF84	chr12	+	ENSG00000198040.11:t:133056954-133059606	ENSG00000198040.11_1_AI_1	True	alt3^1|ir^2|ale^2|afe^2|multi_exon_spanning^1	True	C2_C1_intron	133050587-133056953	False	False	False	0.165	0.185	0.006	0.629	0.121
ENSG00000154079.6_1	ENSG00000154079.6	SDHAF4	chr6	+	ENSG00000154079.6:s:70566917-70567004	ENSG00000154079.6_1_ale_1	False	ale^1	False	Proximal	70567004-70567416	False	False	False	0.145	0.135	-0.001	0.502	0.211
ENSG00000159199.14_1	ENSG00000159199.14	ATP5MC1	chr17	+	ENSG00000159199.14:t:48893313-48893456	ENSG00000159199.14_1_afe_1	False	afe^1	False	Proximal	48892910-48893409	False	False	False	0.185	0.136	-0.034	0.639	0.116
ENSG00000112305.15_2	ENSG00000112305.15	SMAP1	chr6	+	ENSG00000112305.15:t:70798657-70798737	ENSG00000112305.15_2_afe_1	False	afe^1	False	Proximal	70791769-70798657	False	False	False	0.068	0.097	0.013	0.468	0.249
ENSG00000112305.15_1	ENSG00000112305.15	SMAP1	chr6	+	ENSG00000112305.15:s:70667776-70668141	ENSG00000112305.15_1_pALE_1	False	putative_ale^1	True	Proximal	70668141-70699275	False	False	False	0.092	0.194	0.077	0.751	0.04
ENSG00000159202.18_1	ENSG00000159202.18	UBE2Z	chr17	+	ENSG00000159202.18:s:48908407-48908820	ENSG00000159202.18_1_AI_1	False	ir^1	True	C1_C2_intron	48908821-48910347	False	True	True	0.491	0.327	-0.143	0.915	0.009
ENSG00000159202.18_2	ENSG00000159202.18	UBE2Z	chr17	+	ENSG00000159202.18:t:48915720-48916187	ENSG00000159202.18_2_AI_1	False	ir^1	True	C2_C1_intron	48913022-48915719	False	False	False	0.094	0.064	-0.024	0.535	0.225
ENSG00000152256.14_2	ENSG00000152256.14	PDK1	chr2	+	ENSG00000152256.14:s:172566856-172566933	ENSG00000152256.14_2_CE_1	False	cassette^1	False	C1_A	172566933-172568741	False	False	False	0.634	0.589	-0.027	0.589	0.119
ENSG00000152256.14_4	ENSG00000152256.14	PDK1	chr2	+	ENSG00000152256.14:s:172595829-172596023	ENSG00000152256.14_4_AI_1	False	ir^1	False	C1_C2_intron	172596024-172597612	False	False	False	0.93	0.938	0.003	0.515	0.255
ENSG00000152256.14_1	ENSG00000152256.14	PDK1	chr2	+	ENSG00000152256.14:t:172564503-172564687	ENSG00000152256.14_1_afe_1	False	afe^1	False	Proximal	172562800-172564503	False	False	False	0.055	0.088	0.024	0.558	0.165
ENSG00000152256.14_3	ENSG00000152256.14	PDK1	chr2	+	ENSG00000152256.14:t:172586278-172586388	ENSG00000152256.14_3_afe_1	False	afe^1	True	Proximal	172582191-172586278	False	False	False	0.015	0.071	0.031	0.609	0.141
ENSG00000159217.10_3	ENSG00000159217.10	IGF2BP1	chr17	+	ENSG00000159217.10:s:49043428-49043550	ENSG00000159217.10_3_A3_1	False	alt3^1	False	Proximal	49043550-49043967	False	False	False	0.728	0.789	0.042	0.636	0.09
ENSG00000159217.10_1	ENSG00000159217.10	IGF2BP1	chr17	+	ENSG00000159217.10:s:48997385-48997920	ENSG00000159217.10_1_AI_1	False	ir^1	True	C1_C2_intron	48997921-48999108	False	False	False	0.035	0.069	0.03	0.647	0.154
ENSG00000159217.10_4	ENSG00000159217.10	IGF2BP1	chr17	+	ENSG00000159217.10:s:49046260-49046373	ENSG00000159217.10_4_AI_1	False	ir^1	True	C1_C2_intron	49046374-49049351	False	False	False	0.085	0.063	-0.013	0.406	0.373
ENSG00000159217.10_2	ENSG00000159217.10	IGF2BP1	chr17	+	ENSG00000159217.10:t:49031910-49031973	ENSG00000159217.10_2_pAFE_1	False	putative_afe^1	True	Proximal	49029919-49031910	False	False	False	0.037	0.074	0.024	0.568	0.181
ENSG00000229205.5_1	ENSG00000229205.5	LINC00200	chr10	+	ENSG00000229205.5:s:1160553-1160997	ENSG00000229205.5_1_AI_1	False	ir^1	True	C1_C2_intron	1160998-1162546	False	False	False	0.787	0.645	-0.085	0.773	0.034
ENSG00000198740.9_1	ENSG00000198740.9	ZNF652	chr17	-	ENSG00000198740.9:s:49312698-49312845	ENSG00000198740.9_1_TCE_1	False	tandem_cassette^1|multi_exon_spanning^1	False	C1_A	49312042-49312698	False	False	True	0.559	0.933	0.331	0.973	0.001
ENSG00000135314.13_1	ENSG00000135314.13	KHDC1	chr6	-	ENSG00000135314.13:s:73291998-73292040	ENSG00000135314.13_1_ale_1	False	ale^1	False	Proximal	73275556-73291998	False	False	False	0.872	0.991	0.086	0.881	0.019
ENSG00000167085.14_1	ENSG00000167085.14	PHB1	chr17	-	ENSG00000167085.14:s:49414835-49414905	ENSG00000167085.14_1_CE_1	True	cassette^1|afe^2|multi_exon_spanning^1	False	C1_A	49414333-49414835	False	False	False	0.098	0.044	-0.043	0.728	0.077
ENSG00000135297.17_2	ENSG00000135297.17	MTO1	chr6	+	ENSG00000135297.17:t:73473365-73473411	ENSG00000135297.17_2_CE_1	False	cassette^1	False	C2_A	73471557-73473365	False	False	False	0.089	0.069	-0.007	0.421	0.324
ENSG00000135297.17_5	ENSG00000135297.17	MTO1	chr6	+	ENSG00000135297.17:t:73500574-73509236	ENSG00000135297.17_5_CE_1	False	cassette^1	False	C2_A	73497896-73500574	False	False	False	0.914	0.939	0.015	0.455	0.283
ENSG00000135297.17_4	ENSG00000135297.17	MTO1	chr6	+	ENSG00000135297.17:s:73480675-73480805	ENSG00000135297.17_4_ale_1	True	alt3^1|ale^2|other^1	False	Proximal	73480805-73481001	False	False	False	0.063	0.008	-0.027	0.582	0.165
ENSG00000135297.17_1	ENSG00000135297.17	MTO1	chr6	+	ENSG00000135297.17:t:73466209-73466408	ENSG00000135297.17_1_afe_1	False	afe^1	False	Proximal	73462071-73466209	False	False	False	0.906	0.864	-0.034	0.613	0.118
ENSG00000135297.17_3	ENSG00000135297.17	MTO1	chr6	+	ENSG00000135297.17:t:73480675-73480805	ENSG00000135297.17_3_afe_1	False	afe^1	False	Proximal	73480367-73480675	False	False	False	0.175	0.239	0.042	0.657	0.091
ENSG00000121067.19_1	ENSG00000121067.19	SPOP	chr17	-	ENSG00000121067.19:s:49677933-49678163	ENSG00000121067.19_1_ale_1	True	cassette^4|ale^3|multi_exon_spanning^2	False	Proximal	49676016-49677933	False	False	False	0.086	0.085	0.001	0.498	0.217
