# {
#     "command": "/media/storage/home/mariokeller/applications/MAJIQv2.3_Oct_2022/bin/voila modulize --changing-between-group-dpsi 0.02 --non-changing-between-group-dpsi 0.02 --changing-between-group-dpsi-secondary 0.01 --probability-changing-threshold 0.9 --probability-non-changing-threshold 0.5 --show-all -j 6 -d /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/modulise/SFPQ_K562_Control-SFPQ_K562_shRNA /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/build/splicegraph.sql /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/dpsi/SFPQ_K562_Control-SFPQ_K562_shRNA.deltapsi.voila",
#     "dpsi_changing_threshold": 0.02,
#     "dpsi_nonchanging_threshold": 0.5,
#     "dpsi_probability_changing_threshold": 0.9,
#     "voila_version": "2.4.dev3+g85d07819"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	SFPQ_K562_Control_median_psi	SFPQ_K562_shRNA_median_psi	SFPQ_K562_shRNA-SFPQ_K562_Control_median_dpsi	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_changing	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_non_changing
ENSG00000183891.6_1	ENSG00000183891.6	TTC32	chr2	-	ENSG00000183891.6:t:19897869-19898477	ENSG00000183891.6_1_A3A5_1	True	False	19897869-19898163	E1	19901030-19901641	E2_E1_J2	19898035-19901030	False	False	False	0.158	0.142	-0.009	0.522	0.255
ENSG00000104529.19_1	ENSG00000104529.19	EEF1D	chr8	-	ENSG00000104529.19:s:143596855-143597111	ENSG00000104529.19_1_A3A5_1	True	False	143596855-143597111	E2	143586729-143586852	E1_E2_J1	143586852-143596879	False	False	False	0.964	0.779	-0.151	0.877	0.009
ENSG00000104529.19_1	ENSG00000104529.19	EEF1D	chr8	-	ENSG00000104529.19:s:143596855-143597111	ENSG00000104529.19_1_A3A5_1	True	False	143596855-143597111	E2	143586729-143586852	E1_E2_J2	143586849-143596855	False	False	False	0.03	0.123	0.057	0.63	0.072
ENSG00000104529.19_1	ENSG00000104529.19	EEF1D	chr8	-	ENSG00000104529.19:t:143586729-143587564	ENSG00000104529.19_1_A3A5_1	True	False	143586729-143586852	E1	143596855-143597111	E2_E1_J1	143586852-143596879	False	False	True	0.066	0.016	-0.048	0.95	0.014
ENSG00000104529.19_1	ENSG00000104529.19	EEF1D	chr8	-	ENSG00000104529.19:t:143586729-143587564	ENSG00000104529.19_1_A3A5_1	True	False	143586729-143586852	E1	143596855-143597111	E2_E1_J2	143586849-143596855	False	False	False	0.002	0.002	0.0	0.22	0.78
ENSG00000100239.16_3	ENSG00000100239.16	PPP6R2	chr22	+		ENSG00000100239.16_3_A3A5_1	True	False	50418867-50418989	E2	50419346-50419462	E1_E2_J1	50418979-50419346	False	False						
ENSG00000100239.16_3	ENSG00000100239.16	PPP6R2	chr22	+		ENSG00000100239.16_3_A3A5_1	True	True	50418867-50418989	E2	50419346-50419462	E1_E2_J2	50418989-50419349	False	False						
ENSG00000100239.16_3	ENSG00000100239.16	PPP6R2	chr22	+	ENSG00000100239.16:t:50419346-50419462	ENSG00000100239.16_3_A3A5_1	True	False	50419346-50419462	E1	50418867-50418989	E2_E1_J1	50418979-50419346	False	False	False	0.028	0.069	0.027	0.601	0.159
ENSG00000100239.16_3	ENSG00000100239.16	PPP6R2	chr22	+	ENSG00000100239.16:t:50419346-50419462	ENSG00000100239.16_3_A3A5_1	True	True	50419346-50419462	E1	50418867-50418989	E2_E1_J2	50418989-50419349	False	False	False	0.07	0.101	0.019	0.516	0.209
ENSG00000100241.22_2	ENSG00000100241.22	SBF1	chr22	-	ENSG00000100241.22:s:50467532-50467693	ENSG00000100241.22_2_A3A5_1	True	False	50467532-50467693	E2	50467338-50467448	E1_E2_J1	50467448-50467541	False	False	False	0.124	0.079	-0.034	0.601	0.112
ENSG00000100241.22_2	ENSG00000100241.22	SBF1	chr22	-	ENSG00000100241.22:s:50467532-50467693	ENSG00000100241.22_2_A3A5_1	True	False	50467532-50467693	E2	50467338-50467448	E1_E2_J2	50467443-50467532	False	False	False	0.032	0.117	0.051	0.7	0.07
ENSG00000100241.22_2	ENSG00000100241.22	SBF1	chr22	-		ENSG00000100241.22_2_A3A5_1	True	False	50467338-50467448	E1	50467532-50467693	E2_E1_J1	50467448-50467541	False	False						
ENSG00000100241.22_2	ENSG00000100241.22	SBF1	chr22	-		ENSG00000100241.22_2_A3A5_1	True	False	50467338-50467448	E1	50467532-50467693	E2_E1_J2	50467443-50467532	False	False						
ENSG00000108669.17_1	ENSG00000108669.17	CYTH1	chr17	-	ENSG00000108669.17:s:78698268-78698380	ENSG00000108669.17_1_A3A5_1	True	False	78698269-78698380	E2	78692417-78692495	E1_E2_J1	78692495-78698268	False	False	False	0.664	0.592	-0.048	0.653	0.078
ENSG00000108669.17_1	ENSG00000108669.17	CYTH1	chr17	-	ENSG00000108669.17:s:78698268-78698380	ENSG00000108669.17_1_A3A5_1	True	False	78698269-78698380	E2	78692417-78692495	E1_E2_J2	78692493-78698269	False	False	False	0.096	0.181	0.062	0.75	0.051
ENSG00000108669.17_1	ENSG00000108669.17	CYTH1	chr17	-	ENSG00000108669.17:t:78692417-78692495	ENSG00000108669.17_1_A3A5_1	True	False	78692417-78692495	E1	78698269-78698380	E2_E1_J1	78692495-78698268	False	False	False	0.664	0.607	-0.039	0.634	0.088
ENSG00000108669.17_1	ENSG00000108669.17	CYTH1	chr17	-	ENSG00000108669.17:t:78692417-78692495	ENSG00000108669.17_1_A3A5_1	True	False	78692417-78692495	E1	78698269-78698380	E2_E1_J2	78692493-78698269	False	False	False	0.094	0.186	0.067	0.765	0.045
ENSG00000291069.1_1	ENSG00000291069.1	BMS1P1	chr10	+	ENSG00000291069.1:s:46786674-46787017	ENSG00000291069.1_1_A3A5_1	False	False	46786674-46787017	E2	46788397-46788600	E1_E2_J1	46786900-46788397	False	False	False	0.916	0.894	-0.013	0.578	0.126
ENSG00000291069.1_1	ENSG00000291069.1	BMS1P1	chr10	+	ENSG00000291069.1:s:46786674-46787017	ENSG00000291069.1_1_A3A5_1	False	False	46786674-46787017	E2	46788397-46788600	E1_E2_J2	46787017-46788392	False	False	False	0.084	0.106	0.013	0.578	0.126
ENSG00000291069.1_1	ENSG00000291069.1	BMS1P1	chr10	+		ENSG00000291069.1_1_A3A5_1	False	False	46788397-46788600	E1	46786674-46787017	E2_E1_J1	46786900-46788397	False	False						
ENSG00000291069.1_1	ENSG00000291069.1	BMS1P1	chr10	+		ENSG00000291069.1_1_A3A5_1	False	False	46788397-46788600	E1	46786674-46787017	E2_E1_J2	46787017-46788392	False	False						
ENSG00000132204.14_1	ENSG00000132204.14	LINC00470	chr18	-	ENSG00000132204.14:s:1361143-1361221	ENSG00000132204.14_1_A3A5_1	True	False	1361177-1361221	E2	1358726-1358894	E1_E2_J1	1358894-1361143	False	False	False	0.595	0.608	0.001	0.613	0.134
ENSG00000132204.14_1	ENSG00000132204.14	LINC00470	chr18	-	ENSG00000132204.14:s:1361143-1361221	ENSG00000132204.14_1_A3A5_1	True	False	1361177-1361221	E2	1358726-1358894	E1_E2_J2	1358760-1361177	False	False	False	0.039	0.022	-0.005	0.362	0.476
ENSG00000132204.14_1	ENSG00000132204.14	LINC00470	chr18	-	ENSG00000132204.14:t:1358726-1359227	ENSG00000132204.14_1_A3A5_1	True	False	1358726-1358894	E1	1361177-1361221	E2_E1_J1	1358894-1361143	False	False	False	0.776	0.809	0.021	0.594	0.122
ENSG00000132204.14_1	ENSG00000132204.14	LINC00470	chr18	-	ENSG00000132204.14:t:1358726-1359227	ENSG00000132204.14_1_A3A5_1	True	False	1358726-1358894	E1	1361177-1361221	E2_E1_J2	1358760-1361177	False	False	False	0.051	0.03	-0.007	0.404	0.35
ENSG00000122952.17_2	ENSG00000122952.17	ZWINT	chr10	-	ENSG00000122952.17:s:56358805-56358947	ENSG00000122952.17_2_A3A5_1	True	False	56358909-56358947	E2	56358556-56358724	E1_E2_J1	56358724-56358805	False	False	False	0.752	0.76	0.008	0.484	0.238
ENSG00000122952.17_2	ENSG00000122952.17	ZWINT	chr10	-	ENSG00000122952.17:s:56358805-56358947	ENSG00000122952.17_2_A3A5_1	True	False	56358909-56358947	E2	56358556-56358724	E1_E2_J2	56358687-56358909	False	False	False	0.176	0.165	-0.009	0.458	0.261
ENSG00000122952.17_2	ENSG00000122952.17	ZWINT	chr10	-		ENSG00000122952.17_2_A3A5_1	True	False	56358556-56358724	E1	56358909-56358947	E2_E1_J1	56358724-56358805	False	False						
ENSG00000122952.17_2	ENSG00000122952.17	ZWINT	chr10	-		ENSG00000122952.17_2_A3A5_1	True	False	56358556-56358724	E1	56358909-56358947	E2_E1_J2	56358687-56358909	False	False						
ENSG00000227372.12_5	ENSG00000227372.12	TP73-AS1	chr1	-	ENSG00000227372.12:s:3739624-3740387	ENSG00000227372.12_5_A3A5_1	True	False	3739836-3740387	E2	3739059-3739407	E1_E2_J1	3739407-3739696	False	False	False	0.133	0.13	0.001	0.507	0.206
ENSG00000227372.12_5	ENSG00000227372.12	TP73-AS1	chr1	-	ENSG00000227372.12:s:3739624-3740387	ENSG00000227372.12_5_A3A5_1	True	False	3739836-3740387	E2	3739059-3739407	E1_E2_J2	3739335-3739836	False	False	False	0.375	0.413	0.033	0.62	0.08
ENSG00000227372.12_5	ENSG00000227372.12	TP73-AS1	chr1	-		ENSG00000227372.12_5_A3A5_1	True	False	3739059-3739407	E1	3739836-3740387	E2_E1_J1	3739407-3739696	False	False						
ENSG00000227372.12_5	ENSG00000227372.12	TP73-AS1	chr1	-		ENSG00000227372.12_5_A3A5_1	True	False	3739059-3739407	E1	3739836-3740387	E2_E1_J2	3739335-3739836	False	False						
ENSG00000181555.22_1	ENSG00000181555.22	SETD2	chr3	-	ENSG00000181555.22:s:47163852-47164113	ENSG00000181555.22_1_A3A5_1	True	True	47163854-47164113	E2	47126648-47126685	E1_E2_J1	47126685-47163852	False	False	False	0.15	0.103	-0.026	0.582	0.137
ENSG00000181555.22_1	ENSG00000181555.22	SETD2	chr3	-	ENSG00000181555.22:s:47163852-47164113	ENSG00000181555.22_1_A3A5_1	True	False	47163854-47164113	E2	47126648-47126685	E1_E2_J2	47126663-47163854	False	False	False	0.79	0.88	0.068	0.751	0.046
ENSG00000181555.22_1	ENSG00000181555.22	SETD2	chr3	-	ENSG00000181555.22:t:47126648-47126685	ENSG00000181555.22_1_A3A5_1	True	True	47126648-47126685	E1	47163854-47164113	E2_E1_J1	47126685-47163852	False	False	False	0.159	0.104	-0.032	0.609	0.116
ENSG00000181555.22_1	ENSG00000181555.22	SETD2	chr3	-	ENSG00000181555.22:t:47126648-47126685	ENSG00000181555.22_1_A3A5_1	True	False	47126648-47126685	E1	47163854-47164113	E2_E1_J2	47126663-47163854	False	False	False	0.839	0.892	0.031	0.605	0.119
ENSG00000282508.2_5	ENSG00000282508.2	LINC01002	chr19	-	ENSG00000282508.2:s:204818-205076	ENSG00000282508.2_5_A3A5_1	True	False	204818-205076	E2	204012-204069	E1_E2_J1	204069-204844	False	False	False	0.145	0.149	0.01	0.534	0.168
ENSG00000282508.2_5	ENSG00000282508.2	LINC01002	chr19	-	ENSG00000282508.2:s:204818-205076	ENSG00000282508.2_5_A3A5_1	True	False	204818-205076	E2	204012-204069	E1_E2_J2	204065-204818	False	False	False	0.07	0.149	0.061	0.738	0.054
ENSG00000282508.2_5	ENSG00000282508.2	LINC01002	chr19	-	ENSG00000282508.2:t:204012-204079	ENSG00000282508.2_5_A3A5_1	True	False	204012-204069	E1	204818-205076	E2_E1_J1	204069-204844	False	False	False	0.058	0.055	-0.0	0.421	0.334
ENSG00000282508.2_5	ENSG00000282508.2	LINC01002	chr19	-	ENSG00000282508.2:t:204012-204079	ENSG00000282508.2_5_A3A5_1	True	False	204012-204069	E1	204818-205076	E2_E1_J2	204065-204818	False	False	False	0.029	0.055	0.017	0.484	0.263
ENSG00000282508.2_5	ENSG00000282508.2	LINC01002	chr19	-	ENSG00000282508.2:s:204818-205076	ENSG00000282508.2_5_A3A5_2	True	False	204834-205076	E2	204012-204069	E1_E2_J1	204069-204844	False	False	False	0.145	0.149	0.01	0.534	0.168
ENSG00000282508.2_5	ENSG00000282508.2	LINC01002	chr19	-	ENSG00000282508.2:s:204818-205076	ENSG00000282508.2_5_A3A5_2	True	False	204834-205076	E2	204012-204069	E1_E2_J2	204065-204834	False	False	False	0.075	0.053	-0.011	0.506	0.205
ENSG00000282508.2_5	ENSG00000282508.2	LINC01002	chr19	-	ENSG00000282508.2:t:204012-204079	ENSG00000282508.2_5_A3A5_2	True	False	204012-204069	E1	204834-205076	E2_E1_J1	204069-204844	False	False	False	0.058	0.055	-0.0	0.421	0.334
ENSG00000282508.2_5	ENSG00000282508.2	LINC01002	chr19	-	ENSG00000282508.2:t:204012-204079	ENSG00000282508.2_5_A3A5_2	True	False	204012-204069	E1	204834-205076	E2_E1_J2	204065-204834	False	False	False	0.032	0.02	-0.003	0.292	0.566
ENSG00000183137.15_4	ENSG00000183137.15	CEP57L1	chr6	+	ENSG00000183137.15:s:109159025-109159153	ENSG00000183137.15_4_A3A5_1	True	False	109159025-109159153	E2	109159218-109159308	E1_E2_J1	109159102-109159218	False	False	False	0.197	0.163	-0.019	0.535	0.181
ENSG00000183137.15_4	ENSG00000183137.15	CEP57L1	chr6	+	ENSG00000183137.15:s:109159025-109159153	ENSG00000183137.15_4_A3A5_1	True	False	109159025-109159153	E2	109159218-109159308	E1_E2_J2	109159153-109159269	False	False	False	0.07	0.065	-0.009	0.394	0.354
ENSG00000183137.15_4	ENSG00000183137.15	CEP57L1	chr6	+		ENSG00000183137.15_4_A3A5_1	True	False	109159218-109159308	E1	109159025-109159153	E2_E1_J1	109159102-109159218	False	False						
ENSG00000183137.15_4	ENSG00000183137.15	CEP57L1	chr6	+		ENSG00000183137.15_4_A3A5_1	True	False	109159218-109159308	E1	109159025-109159153	E2_E1_J2	109159153-109159269	False	False						
ENSG00000099622.14_1	ENSG00000099622.14	CIRBP	chr19	+	ENSG00000099622.14:s:1269266-1269410	ENSG00000099622.14_1_A3A5_1	True	False	1269266-1269410	E2	1270880-1270882	E1_E2_J1	1269407-1270880	False	False	False	0.085	0.078	-0.007	0.427	0.332
ENSG00000099622.14_1	ENSG00000099622.14	CIRBP	chr19	+	ENSG00000099622.14:s:1269266-1269410	ENSG00000099622.14_1_A3A5_1	True	False	1269266-1269410	E2	1270880-1270882	E1_E2_J2	1269410-1270867	False	False	False	0.145	0.234	0.077	0.879	0.021
ENSG00000099622.14_1	ENSG00000099622.14	CIRBP	chr19	+	ENSG00000099622.14:t:1270867-1270882	ENSG00000099622.14_1_A3A5_1	True	False	1270880-1270882	E1	1269266-1269410	E2_E1_J1	1269407-1270880	False	False	False	0.334	0.232	-0.097	0.841	0.024
ENSG00000099622.14_1	ENSG00000099622.14	CIRBP	chr19	+	ENSG00000099622.14:t:1270867-1270882	ENSG00000099622.14_1_A3A5_1	True	False	1270880-1270882	E1	1269266-1269410	E2_E1_J2	1269410-1270867	False	False	False	0.577	0.694	0.099	0.828	0.025
ENSG00000110200.9_1	ENSG00000110200.9	ANAPC15	chr11	-		ENSG00000110200.9_1_A3A5_1	True	False	72111412-72111496	E2	72111157-72111286	E1_E2_J1	72111286-72111442	False	False						
ENSG00000110200.9_1	ENSG00000110200.9	ANAPC15	chr11	-		ENSG00000110200.9_1_A3A5_1	True	False	72111412-72111496	E2	72111157-72111286	E1_E2_J2	72111281-72111412	False	False						
ENSG00000110200.9_1	ENSG00000110200.9	ANAPC15	chr11	-	ENSG00000110200.9:t:72111157-72111286	ENSG00000110200.9_1_A3A5_1	True	False	72111157-72111286	E1	72111412-72111496	E2_E1_J1	72111286-72111442	False	False	False	0.094	0.097	0.004	0.44	0.298
ENSG00000110200.9_1	ENSG00000110200.9	ANAPC15	chr11	-	ENSG00000110200.9:t:72111157-72111286	ENSG00000110200.9_1_A3A5_1	True	False	72111157-72111286	E1	72111412-72111496	E2_E1_J2	72111281-72111412	False	False	False	0.34	0.434	0.07	0.757	0.044
ENSG00000177788.7_1	ENSG00000177788.7	RAB4A-AS1	chr1	-	ENSG00000177788.7:s:229270960-229271242	ENSG00000177788.7_1_A3A5_1	True	False	229270976-229271242	E2	229263943-229269627	E1_E2_J1	229269627-229270960	False	False	False	0.007	0.131	0.076	0.719	0.046
ENSG00000177788.7_1	ENSG00000177788.7	RAB4A-AS1	chr1	-	ENSG00000177788.7:s:229270960-229271242	ENSG00000177788.7_1_A3A5_1	True	False	229270976-229271242	E2	229263943-229269627	E1_E2_J2	229269584-229270976	False	False	False	0.065	0.068	-0.006	0.488	0.193
ENSG00000177788.7_1	ENSG00000177788.7	RAB4A-AS1	chr1	-		ENSG00000177788.7_1_A3A5_1	True	False	229263943-229269627	E1	229270976-229271242	E2_E1_J1	229269627-229270960	False	False						
ENSG00000177788.7_1	ENSG00000177788.7	RAB4A-AS1	chr1	-		ENSG00000177788.7_1_A3A5_1	True	False	229263943-229269627	E1	229270976-229271242	E2_E1_J2	229269584-229270976	False	False						
ENSG00000285815.1_2	ENSG00000285815.1	GET1-SH3BGR	chr21	+	ENSG00000285815.1:s:39462375-39462560	ENSG00000285815.1_2_A3A5_1	False	True	39462375-39462560	E2	39475208-39475215	E1_E2_J1	39462469-39475208	False	False	False	0.055	0.022	-0.018	0.496	0.253
ENSG00000285815.1_2	ENSG00000285815.1	GET1-SH3BGR	chr21	+	ENSG00000285815.1:s:39462375-39462560	ENSG00000285815.1_2_A3A5_1	False	False	39462375-39462560	E2	39475208-39475215	E1_E2_J2	39462560-39475135	False	False	False	0.945	0.978	0.018	0.496	0.253
ENSG00000285815.1_2	ENSG00000285815.1	GET1-SH3BGR	chr21	+		ENSG00000285815.1_2_A3A5_1	False	True	39475208-39475215	E1	39462375-39462560	E2_E1_J1	39462469-39475208	False	False						
ENSG00000285815.1_2	ENSG00000285815.1	GET1-SH3BGR	chr21	+		ENSG00000285815.1_2_A3A5_1	False	False	39475208-39475215	E1	39462375-39462560	E2_E1_J2	39462560-39475135	False	False						
ENSG00000185437.16_1	ENSG00000185437.16	SH3BGR	chr21	+	ENSG00000185437.16:s:39462375-39462560	ENSG00000185437.16_1_A3A5_1	False	True	39462375-39462560	E2	39475208-39475215	E1_E2_J1	39462469-39475208	False	False	False	0.053	0.021	-0.016	0.466	0.285
ENSG00000185437.16_1	ENSG00000185437.16	SH3BGR	chr21	+	ENSG00000185437.16:s:39462375-39462560	ENSG00000185437.16_1_A3A5_1	False	False	39462375-39462560	E2	39475208-39475215	E1_E2_J2	39462560-39475135	False	False	False	0.918	0.972	0.045	0.827	0.049
ENSG00000185437.16_1	ENSG00000185437.16	SH3BGR	chr21	+		ENSG00000185437.16_1_A3A5_1	False	True	39475208-39475215	E1	39462375-39462560	E2_E1_J1	39462469-39475208	False	False						
ENSG00000185437.16_1	ENSG00000185437.16	SH3BGR	chr21	+		ENSG00000185437.16_1_A3A5_1	False	False	39475208-39475215	E1	39462375-39462560	E2_E1_J2	39462560-39475135	False	False						
ENSG00000186866.17_2	ENSG00000186866.17	POFUT2	chr21	-	ENSG00000186866.17:s:45283352-45283527	ENSG00000186866.17_2_A3A5_1	True	False	45283383-45283527	E2	45282349-45282459	E1_E2_J1	45282459-45283352	False	False	False	0.042	0.055	0.009	0.415	0.343
ENSG00000186866.17_2	ENSG00000186866.17	POFUT2	chr21	-	ENSG00000186866.17:s:45283352-45283527	ENSG00000186866.17_2_A3A5_1	True	False	45283383-45283527	E2	45282349-45282459	E1_E2_J2	45282398-45283383	False	False	False	0.158	0.148	-0.007	0.5	0.216
ENSG00000186866.17_2	ENSG00000186866.17	POFUT2	chr21	-	ENSG00000186866.17:t:45282349-45282459	ENSG00000186866.17_2_A3A5_1	True	False	45282349-45282459	E1	45283383-45283527	E2_E1_J1	45282459-45283352	False	False	False	0.038	0.053	0.009	0.416	0.344
ENSG00000186866.17_2	ENSG00000186866.17	POFUT2	chr21	-	ENSG00000186866.17:t:45282349-45282459	ENSG00000186866.17_2_A3A5_1	True	False	45282349-45282459	E1	45283383-45283527	E2_E1_J2	45282398-45283383	False	False	False	0.148	0.143	-0.003	0.493	0.229
ENSG00000253352.10_1	ENSG00000253352.10	TUG1	chr22	+	ENSG00000253352.10:s:30969853-30971779	ENSG00000253352.10_1_A3A5_1	True	False	30969853-30971779	E2	30972855-30974103	E1_E2_J1	30971610-30972855	False	False	False	0.058	0.053	-0.004	0.426	0.388
ENSG00000253352.10_1	ENSG00000253352.10	TUG1	chr22	+	ENSG00000253352.10:s:30969853-30971779	ENSG00000253352.10_1_A3A5_1	True	False	30969853-30971779	E2	30972855-30974103	E1_E2_J2	30971779-30972924	False	False	True	0.193	0.105	-0.076	0.92	0.017
ENSG00000253352.10_1	ENSG00000253352.10	TUG1	chr22	+	ENSG00000253352.10:t:30972263-30974103	ENSG00000253352.10_1_A3A5_1	True	False	30972855-30974103	E1	30969853-30971779	E2_E1_J1	30971610-30972855	False	False	False	0.074	0.074	0.001	0.34	0.46
ENSG00000253352.10_1	ENSG00000253352.10	TUG1	chr22	+	ENSG00000253352.10:t:30972263-30974103	ENSG00000253352.10_1_A3A5_1	True	False	30972855-30974103	E1	30969853-30971779	E2_E1_J2	30971779-30972924	False	False	False	0.253	0.146	-0.089	0.891	0.017
ENSG00000135966.13_3	ENSG00000135966.13	TGFBRAP1	chr2	-	ENSG00000135966.13:s:105267197-105267559	ENSG00000135966.13_3_A3A5_1	False	True	105267197-105267559	E2	105264391-105267188	E1_E2_J1	105267188-105267217	False	False	False	0.936	0.92	-0.011	0.529	0.177
ENSG00000135966.13_3	ENSG00000135966.13	TGFBRAP1	chr2	-	ENSG00000135966.13:s:105267197-105267559	ENSG00000135966.13_3_A3A5_1	False	False	105267197-105267559	E2	105264391-105267188	E1_E2_J2	105267158-105267197	False	False	False	0.064	0.08	0.011	0.529	0.177
ENSG00000135966.13_3	ENSG00000135966.13	TGFBRAP1	chr2	-		ENSG00000135966.13_3_A3A5_1	False	True	105264391-105267188	E1	105267197-105267559	E2_E1_J1	105267188-105267217	False	False						
ENSG00000135966.13_3	ENSG00000135966.13	TGFBRAP1	chr2	-		ENSG00000135966.13_3_A3A5_1	False	False	105264391-105267188	E1	105267197-105267559	E2_E1_J2	105267158-105267197	False	False						
ENSG00000145979.18_1	ENSG00000145979.18	TBC1D7	chr6	-		ENSG00000145979.18_1_A3A5_1	True	False	13328316-13328332	E2	13326787-13326963	E1_E2_J1	13326963-13328296	False	False						
ENSG00000145979.18_1	ENSG00000145979.18	TBC1D7	chr6	-		ENSG00000145979.18_1_A3A5_1	True	False	13328316-13328332	E2	13326787-13326963	E1_E2_J2	13326906-13328316	False	False						
ENSG00000145979.18_1	ENSG00000145979.18	TBC1D7	chr6	-	ENSG00000145979.18:t:13326787-13326963	ENSG00000145979.18_1_A3A5_1	True	False	13326787-13326963	E1	13328316-13328332	E2_E1_J1	13326963-13328296	False	False	False	0.116	0.101	-0.007	0.536	0.169
ENSG00000145979.18_1	ENSG00000145979.18	TBC1D7	chr6	-	ENSG00000145979.18:t:13326787-13326963	ENSG00000145979.18_1_A3A5_1	True	False	13326787-13326963	E1	13328316-13328332	E2_E1_J2	13326906-13328316	False	False	False	0.144	0.305	0.131	0.81	0.016
ENSG00000077312.9_1	ENSG00000077312.9	SNRPA	chr19	+	ENSG00000077312.9:s:40750867-40750977	ENSG00000077312.9_1_A3A5_1	True	False	40750867-40750977	E2	40751387-40751481	E1_E2_J1	40750937-40751387	False	False	False	0.052	0.032	-0.013	0.457	0.349
ENSG00000077312.9_1	ENSG00000077312.9	SNRPA	chr19	+	ENSG00000077312.9:s:40750867-40750977	ENSG00000077312.9_1_A3A5_1	True	True	40750867-40750977	E2	40751387-40751481	E1_E2_J2	40750977-40751312	False	False	False	0.052	0.042	-0.008	0.453	0.353
ENSG00000077312.9_1	ENSG00000077312.9	SNRPA	chr19	+		ENSG00000077312.9_1_A3A5_1	True	False	40751387-40751481	E1	40750867-40750977	E2_E1_J1	40750937-40751387	False	False						
ENSG00000077312.9_1	ENSG00000077312.9	SNRPA	chr19	+		ENSG00000077312.9_1_A3A5_1	True	True	40751387-40751481	E1	40750867-40750977	E2_E1_J2	40750977-40751312	False	False						
ENSG00000142102.16_6	ENSG00000142102.16	PGGHG	chr11	+	ENSG00000142102.16:s:294099-294196	ENSG00000142102.16_6_A3A5_1	False	True	294099-294196	E2	294321-294478	E1_E2_J1	294147-294321	False	False	False	0.021	0.064	0.029	0.637	0.139
ENSG00000142102.16_6	ENSG00000142102.16	PGGHG	chr11	+	ENSG00000142102.16:s:294099-294196	ENSG00000142102.16_6_A3A5_1	False	False	294099-294196	E2	294321-294478	E1_E2_J2	294196-294267	False	False	False	0.978	0.911	-0.056	0.889	0.026
ENSG00000142102.16_6	ENSG00000142102.16	PGGHG	chr11	+		ENSG00000142102.16_6_A3A5_1	False	True	294321-294478	E1	294099-294196	E2_E1_J1	294147-294321	False	False						
ENSG00000142102.16_6	ENSG00000142102.16	PGGHG	chr11	+		ENSG00000142102.16_6_A3A5_1	False	False	294321-294478	E1	294099-294196	E2_E1_J2	294196-294267	False	False						
ENSG00000124444.16_1	ENSG00000124444.16	ZNF576	chr19	+		ENSG00000124444.16_1_A3A5_1	True	False	43596595-43596743	E2	43597094-43597193	E1_E2_J1	43596638-43597094	False	False						
ENSG00000124444.16_1	ENSG00000124444.16	ZNF576	chr19	+		ENSG00000124444.16_1_A3A5_1	True	False	43596595-43596743	E2	43597094-43597193	E1_E2_J2	43596743-43597097	False	False						
ENSG00000124444.16_1	ENSG00000124444.16	ZNF576	chr19	+	ENSG00000124444.16:t:43597094-43597545	ENSG00000124444.16_1_A3A5_1	True	False	43597094-43597193	E1	43596595-43596743	E2_E1_J1	43596638-43597094	False	False	False	0.057	0.028	-0.015	0.436	0.27
ENSG00000124444.16_1	ENSG00000124444.16	ZNF576	chr19	+	ENSG00000124444.16:t:43597094-43597545	ENSG00000124444.16_1_A3A5_1	True	False	43597094-43597193	E1	43596595-43596743	E2_E1_J2	43596743-43597097	False	False	False	0.153	0.14	-0.011	0.571	0.129
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:s:108963343-108963381	ENSG00000121940.17_1_A3A5_1	True	False	108963361-108963381	E2	108950309-108950448	E1_E2_J1	108950448-108963343	False	False	False	0.053	0.069	0.008	0.477	0.245
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:s:108963343-108963381	ENSG00000121940.17_1_A3A5_1	True	False	108963361-108963381	E2	108950309-108950448	E1_E2_J2	108950438-108963361	False	False	False	0.126	0.158	0.013	0.599	0.118
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:t:108950309-108951926	ENSG00000121940.17_1_A3A5_1	True	False	108950309-108950448	E1	108963361-108963381	E2_E1_J1	108950448-108963343	False	False	False	0.042	0.083	0.024	0.535	0.169
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:t:108950309-108951926	ENSG00000121940.17_1_A3A5_1	True	False	108950309-108950448	E1	108963361-108963381	E2_E1_J2	108950438-108963361	False	False	False	0.101	0.188	0.053	0.685	0.063
ENSG00000121940.17_1	ENSG00000121940.17	CLCC1	chr1	-	ENSG00000121940.17:s:108963343-108963381	ENSG00000121940.17_1_A3A5_2	True	False	108963361-108963381	E2	108950309-108950448	E1_E2_J1	108950448-108963381	False	False	False	0.028	0.067	0.025	0.546	0.167
